epoch,loss,val_loss
0,0.036364558278708846,0.4274112273145605
0,0.04405325704866701,0.4640519082861603
1,0.03276469311802774,0.4158787178614783
2,0.034052225819847605,0.38880831760073464
3,0.03140341643210467,0.3802367820941582
4,0.026565855889170018,0.36415626226909575
5,0.026948922305359498,0.3330028741448014
6,0.022904536577763857,0.29768095603064887
7,0.022223820557465423,0.2666494627162893
8,0.01992462763378212,0.24252737104577363
9,0.018456612252168828,0.21488402366007447
10,0.016635446364546683,0.18302278575443087
11,0.014605446341069969,0.15247708913825808
12,0.013104168966681033,0.11871607499147849
13,0.010649787220130633,0.09247652768458008
14,0.009605778859475174,0.06343913133497592
15,0.008669161514655964,0.04541038735597222
16,0.008671744017618464,0.03380702067383383
17,0.007511291040426439,0.029487212991746014
18,0.007624446942999556,0.029119287336629534
19,0.007312351611216326,0.029294257106446717
20,0.00702475646074425,0.029329548437128622
21,0.006986913841788296,0.02932806912238005
22,0.006464743953164633,0.02908635718954934
23,0.006735834909754025,0.028977853122842376
24,0.006144999610344032,0.029128715277664245
25,0.006741264910512679,0.029932382797438
26,0.006144032998195103,0.029298874988127006
27,0.006031143399341418,0.029836361094441995
28,0.006106573782089326,0.029515391580326848
29,0.005936507605486088,0.030521323795987185
30,0.005177253756571461,0.03025466073600073
31,0.005646866347707875,0.029574446123901497
32,0.006070873301543362,0.029668230859060136
33,0.0057127603354889,0.029011965901763352
34,0.0054893232672265525,0.029174910079707544
35,0.005358166707394359,0.029074479308393266
36,0.005398144777696412,0.029066175360370566
37,0.005475149439597452,0.02897624850825027
38,0.005148204970635004,0.028891439002657695
39,0.005041891264284516,0.028977271110292465
40,0.0051738408578744345,0.029195024577713516
41,0.005090779553561866,0.028896426850998844
42,0.005280191238197658,0.029341478649743652
43,0.005290265530683436,0.02929412177394307
44,0.005180495430354599,0.028841875611789643
45,0.0055418058952971085,0.028990501725169086
46,0.00518283531539612,0.028933838719413393
47,0.005039331331211436,0.02905172803414562
48,0.004502024895905911,0.0288978230858606
49,0.004813529857274916,0.029137715559314797
50,0.0048906373254417835,0.029339769825575842
51,0.0053738869625974345,0.02881446033321991
52,0.004769643131005872,0.028916607398993124
53,0.004947280574187233,0.02884989844822379
54,0.004491661557810263,0.02887364758779763
55,0.004509901518824401,0.028879716381351783
56,0.0049043269744058985,0.028859184434016544
57,0.004861150666869976,0.029472221654874307
58,0.004664983759793613,0.02876210279723324
59,0.004905995812166382,0.029716432094573975
60,0.004614316312982155,0.02877962677961304
61,0.004816695647146385,0.02887985520261936
62,0.004968502357400753,0.02884671354183444
63,0.004907853043478754,0.028820620977847034
64,0.004563416773872869,0.02894187430856089
65,0.00483128482996075,0.02878627719150649
66,0.004759548118690381,0.02906954314106356
67,0.0048037587627265095,0.03047005887384768
68,0.005363088562614746,0.02884857987285291
69,0.0048251308098032665,0.029527704768552984
70,0.005091248738772429,0.028757608204922347
71,0.005079314892960561,0.028905780365069706
72,0.004752625325308727,0.028855523971653488
73,0.0045256277919654645,0.028805584819228562
74,0.004601040028606181,0.028822722770865002
75,0.004425372355743437,0.029611103906833306
76,0.004848827196805326,0.029088684609011997
77,0.004647109475037134,0.029206388743308487
78,0.004530743456672173,0.028734384705780675
79,0.004750213577403678,0.028824364559517965
80,0.004655390516393357,0.02883504683930407
81,0.004698946212024034,0.028787035593595453
82,0.00468710391689931,0.028875866421946773
83,0.0048081244191003816,0.028883249612239304
84,0.004301592051093509,0.028637771608022156
85,0.005040987197578222,0.029008604763519196
86,0.004571665890162458,0.028798170486297556
87,0.004607638738512456,0.029189766360023035
88,0.004556359347744702,0.029039345918193696
89,0.004683147958555334,0.028719825128083507
90,0.004761004581342678,0.02879490821607529
91,0.004433475459951001,0.028727828155434322
92,0.004659578229325848,0.028776185813719633
93,0.004398813164952371,0.0287947486987505
94,0.004760910983423929,0.028636146494478144
95,0.004557255401720738,0.029009781521621834
96,0.0046710567423016635,0.0286735182125417
97,0.004913690153861771,0.028706174678903407
98,0.004386646631131838,0.02876316484004732
99,0.004603245591342046,0.0286349400523163
100,0.0045331664391801705,0.02927281670075245
101,0.004550708478803301,0.02859413602128231
102,0.004616974718734488,0.02877439038148002
103,0.004478310067038816,0.02867954920129801
104,0.004485269100195519,0.02872230086928953
105,0.004355536836728051,0.028834469498149932
106,0.004447201015176,0.029424828767934175
107,0.004550870921177504,0.029247889482470417
108,0.004370250995061151,0.028702392149223852
109,0.004600871627026044,0.028614482433392256
110,0.004309142769842937,0.028619400289638962
111,0.004434294415520386,0.028658870528772393
112,0.0044505017985766,0.02863109358167522
113,0.004408020649927559,0.028677182892958324
114,0.004395486849888756,0.028560339694931394
115,0.004479163898960562,0.02887376039116471
