epoch,loss,val_loss
0,0.0045008789747953415,0.09761854261159897
1,0.004124709405004978,0.09792432934045792
2,0.0036120228469371796,0.09731526672840118
3,0.003146104048937559,0.09632684290409088
4,0.003037326503545046,0.09511113911867142
5,0.0030991395469754934,0.09390845149755478
6,0.0035207089968025684,0.09266886115074158
7,0.0031943009234964848,0.09115538001060486
8,0.002675882540643215,0.08941733837127686
9,0.002364441053941846,0.08772264420986176
10,0.0029249945655465126,0.08617807179689407
11,0.0032854825258255005,0.08466370403766632
12,0.0027363700792193413,0.08315041661262512
13,0.003121783956885338,0.08202265202999115
14,0.0035324564669281244,0.08111801743507385
15,0.0027076350525021553,0.07992323487997055
16,0.0025332646910101175,0.07888457179069519
17,0.0028276771772652864,0.07806101441383362
18,0.0024098597932606936,0.0773649737238884
19,0.0026591168716549873,0.07680799812078476
20,0.002563928021118045,0.07643474638462067
21,0.002677680691704154,0.07632284611463547
22,0.0022818120196461678,0.07624247670173645
23,0.002599818166345358,0.07632414996623993
24,0.002417893148958683,0.07637608051300049
25,0.002211997052654624,0.07627959549427032
26,0.002963082632049918,0.0758676528930664
27,0.0021214112639427185,0.07533065974712372
28,0.0020301637705415487,0.07457447052001953
29,0.0022533880546689034,0.07400888204574585
30,0.0022573459427803755,0.07329542189836502
31,0.0018388282041996717,0.07259131968021393
32,0.0018887815531343222,0.07187923043966293
33,0.0020870803855359554,0.07110287249088287
34,0.0022955765016376972,0.07039156556129456
35,0.0021854573860764503,0.06985070556402206
36,0.0016439917962998152,0.06938453018665314
37,0.001575176720507443,0.06904499232769012
38,0.0014948174357414246,0.06881342828273773
39,0.0012648983392864466,0.06857390701770782
40,0.0018798891687765718,0.06845873594284058
41,0.002129755448549986,0.06839395314455032
42,0.002033109776675701,0.06826616078615189
43,0.0021375855430960655,0.06821374595165253
44,0.0020572193898260593,0.06818970292806625
45,0.0017565578455105424,0.06825833767652512
46,0.0014188723871484399,0.06819833815097809
47,0.002132924273610115,0.06814144551753998
48,0.0015278691425919533,0.0682263895869255
49,0.0018170644761994481,0.06835237890481949
50,0.0013593403855338693,0.06850674748420715
51,0.0014879893278703094,0.06864877045154572
52,0.0014606554759666324,0.06881558895111084
53,0.0017225064802914858,0.06902001053094864
54,0.0015954372938722372,0.069205641746521
55,0.0012961775064468384,0.06942661106586456
56,0.0018867016769945621,0.06950350105762482
57,0.0019093203591182828,0.06942509859800339
58,0.002098106313496828,0.06924721598625183
59,0.002166751539334655,0.06872858107089996
60,0.00129466294310987,0.06829198449850082
61,0.0015242570079863071,0.06786848604679108
62,0.001981303794309497,0.06747754663228989
63,0.0014116497477516532,0.06691537797451019
64,0.0015500509180128574,0.06627892702817917
65,0.0016065121162682772,0.06567984819412231
66,0.0015073571121320128,0.06506923586130142
67,0.0016709859482944012,0.06439782679080963
68,0.0014383814996108413,0.06376005709171295
69,0.0011935289949178696,0.06328977644443512
70,0.0012357896193861961,0.06275184452533722
71,0.0011103306896984577,0.062178220599889755
72,0.0017540714470669627,0.061662591993808746
73,0.0017214932013303041,0.06115616112947464
74,0.0013333178358152509,0.060929760336875916
75,0.0010656793601810932,0.06075432151556015
76,0.0012893580133095384,0.06065188720822334
77,0.0015351122710853815,0.060569100081920624
78,0.0013004879001528025,0.060557954013347626
79,0.0017190142534673214,0.060550130903720856
80,0.0013299757847562432,0.06061408668756485
81,0.0017379490891471505,0.06063635274767876
82,0.0009801735868677497,0.0606963224709034
83,0.0012373161735013127,0.06077463924884796
84,0.0013605549465864897,0.06082700192928314
85,0.0017328242538496852,0.0606919527053833
86,0.0009525178465992212,0.06051413342356682
87,0.0010921915527433157,0.06020743027329445
88,0.0015510066878050566,0.06012987717986107
89,0.0014323004288598895,0.06003297120332718
90,0.0011565956519916654,0.05973578616976738
91,0.0009540825267322361,0.05947025865316391
92,0.0011089848121628165,0.059274449944496155
93,0.0014236673014238477,0.059186093509197235
94,0.0009155077859759331,0.05912905931472778
95,0.0010830408427864313,0.05909192934632301
96,0.0010049142874777317,0.059118110686540604
97,0.0010857032611966133,0.05909565091133118
98,0.0012948800576850772,0.05897548794746399
99,0.0009149104589596391,0.05873671919107437
0,0.013620319620958787,0.005720230662834128
1,0.0018025720378748102,0.00012351840794718822
2,0.0011195323416130973,0.0006579734134760236
3,0.0009939982625531984,6.470720398617547e-05
4,0.0007691260738926196,0.00027904607558331524
5,0.0006087266919426026,0.00012951786105194744
6,0.0006488002872186158,4.6590973552218225e-05
7,0.000576401039205016,5.651282022188839e-05
8,0.000570150965643908,7.374581014583058e-05
9,0.0005275793586723863,3.302484249300561e-05
10,0.0004726717578732666,0.0001510222964683709
11,0.00045819853568707217,6.132092081860392e-05
12,0.0003768012097769199,0.00013977721071222775
13,0.00042175452289310223,0.0004921695063061708
14,0.0003965136604916126,0.00026421635048376826
15,0.0003630887170723501,2.520769140530666e-05
16,0.00036416807745092924,1.0877928834630363e-05
