epoch,loss,val_loss
0,0.006259062793105841,0.11317671835422516
1,0.005734688602387905,0.11010945588350296
2,0.008745222352445126,0.10850467532873154
3,0.00719396723434329,0.10709334164857864
4,0.011414590291678905,0.10672992467880249
5,0.005687655881047249,0.10703077912330627
6,0.007728644646704197,0.10808289051055908
7,0.008557613007724285,0.10904079675674438
8,0.00655242707580328,0.11016000807285309
9,0.0061272382736206055,0.1109754741191864
10,0.005082343704998493,0.11151644587516785
11,0.006541149225085974,0.112066850066185
12,0.008030394092202187,0.1124439686536789
13,0.006013812497258186,0.1127156987786293
14,0.00588070135563612,0.11298267543315887
15,0.005455839913338423,0.1132047101855278
16,0.005153826903551817,0.11332488059997559
17,0.003680302295833826,0.11335432529449463
18,0.0067855967208743095,0.11334707587957382
19,0.005879948381334543,0.11327674984931946
20,0.005442521534860134,0.11319362372159958
21,0.005950779188424349,0.11317268013954163
22,0.0037130452692508698,0.11297102272510529
23,0.0038389526307582855,0.11266659200191498
24,0.004626588895916939,0.11223337799310684
25,0.005992667283862829,0.11187858134508133
26,0.005899668205529451,0.11139534413814545
27,0.004562117159366608,0.1108357310295105
28,0.005023157224059105,0.11023418605327606
29,0.004135486204177141,0.10938681662082672
30,0.005282311700284481,0.10855624079704285
31,0.005078057758510113,0.10768259316682816
32,0.004774115048348904,0.10659380257129669
33,0.003576363902539015,0.10554711520671844
34,0.00552627956494689,0.10464264452457428
35,0.004239608533680439,0.10356453061103821
36,0.004528345074504614,0.10264943540096283
37,0.002627942943945527,0.1015547662973404
38,0.003418814856559038,0.10045471787452698
39,0.003192697186022997,0.09960806369781494
40,0.0034147805999964476,0.09871376305818558
41,0.003858201904222369,0.09783251583576202
42,0.002915139077231288,0.09699109941720963
43,0.0029564218129962683,0.09624339640140533
44,0.005060543306171894,0.09570793807506561
45,0.00347092910669744,0.09516213834285736
46,0.002482783515006304,0.09439826011657715
47,0.004563766997307539,0.09368687868118286
48,0.0021474016830325127,0.09308245033025742
49,0.0034617010969668627,0.09235011041164398
50,0.003172162687405944,0.0916333794593811
51,0.0038179466500878334,0.0910056009888649
52,0.002948646666482091,0.0904594361782074
53,0.0030975001864135265,0.09007620066404343
54,0.003549423534423113,0.08979156613349915
55,0.004194578155875206,0.08973074704408646
56,0.003185538575053215,0.08959217369556427
57,0.004602203145623207,0.08952714502811432
58,0.002378674689680338,0.08942906558513641
59,0.0027155873831361532,0.08921943604946136
60,0.0028270285110920668,0.08900517225265503
61,0.003892000764608383,0.08888711035251617
62,0.0026855827309191227,0.08870123326778412
63,0.0037393278907984495,0.08866509050130844
64,0.0016036928864195943,0.08860211074352264
65,0.003344357945024967,0.08834642916917801
66,0.0019850656390190125,0.08787794411182404
67,0.0012888559140264988,0.08739576488733292
68,0.0033914523664861917,0.0870162770152092
69,0.003175268415361643,0.08672051131725311
70,0.0027373782359063625,0.08637730032205582
71,0.0015172703424468637,0.08590523153543472
72,0.003154975827783346,0.08529608696699142
73,0.0036693280562758446,0.08479204773902893
74,0.002436320763081312,0.08422089368104935
75,0.003159829182550311,0.08364685624837875
76,0.003198932623490691,0.08299729228019714
77,0.0029330486431717873,0.08227558434009552
78,0.0024395256768912077,0.08186245709657669
79,0.0022191773168742657,0.08127789199352264
80,0.0020505667198449373,0.08071015775203705
81,0.0016717312391847372,0.08011282980442047
82,0.002185611519962549,0.07953284680843353
83,0.0022804238833487034,0.0789746642112732
84,0.0015426804311573505,0.07835453748703003
85,0.0026819324120879173,0.07794112712144852
86,0.0019406855572015047,0.0775686576962471
87,0.0017534899525344372,0.07712388038635254
88,0.0022878346499055624,0.07671470195055008
89,0.002318910788744688,0.07651033997535706
90,0.0022395430132746696,0.07633833587169647
91,0.0021675406023859978,0.07633287459611893
92,0.0028739836998283863,0.07635733485221863
93,0.00206092931330204,0.07638102769851685
94,0.0029234231915324926,0.07657337188720703
95,0.0022169747389853,0.07673898339271545
96,0.0016823610058054328,0.07692363858222961
97,0.0017768683610484004,0.07715371251106262
98,0.001398997032083571,0.07735469937324524
99,0.001568939071148634,0.07745981216430664
0,0.020420729502183484,0.005025593205956983
1,0.0110554487767451,0.008703846283269678
2,0.0072012299267535515,0.00272948137321351
3,0.00588564081553449,0.00045242193107474215
4,0.004929354954510927,0.0019926515132264824
5,0.005409805192116727,0.0003935378632488618
6,0.00440310421122357,0.002536165489590264
7,0.005001139232809556,6.274555055076117e-05
8,0.003670199372647132,0.00035071048398936156
9,0.0036101560375871177,0.0005501413921394772
10,0.003424536903646398,8.216132824154742e-05
11,0.003480603300688907,0.00010479742450981922
12,0.003454240954263096,0.0005121882174355706
13,0.0031431161030691037,9.007427232273852e-05
14,0.0035314732114289037,0.00024463122492900824
15,0.002957913185311283,0.00021348593881633687
16,0.0028926903212522256,0.0006616883118261526
17,0.003294184947128784,7.213194040640187e-05
18,0.0028491453561396833,3.470132190957475e-05
19,0.0028123666631414534,2.4033264609130548e-05
20,0.002499987800417349,0.0001391304753900729
21,0.0031138649383718347,2.6907606334876915e-05
0,0.02213416249194044,0.011846477557037051
1,0.011247169100778534,0.005745851915871382
2,0.007670953831526431,0.0018461016660119046
3,0.006443135851072742,0.0062701827806870445
