Close,Timestamp,High,Low,Open,g,Gold
232,1442517000,,,,1301.5,1076.3
233.2,1442603400,,,,1293.3,1077.6
234.45,1442689800,,,,1285.8,1073.1
234.47,1442776200,,,,1290.6,1076.9
227.5,1442862600,,,,1281.8,1064.7
226.5515,1442949000,,,,1271.6,1062.9
228,1443035400,,,,1269.9,1078
234.79,1443121800,,,,1273.7,1050.8
232.01,1443208200,,,,1271.5,1066.2
238,1443294600,,,,1272.7,1081.9
233.0003,1443381000,,,,1281.5,1074.8
235.2000029,1443467400,,,,1285.5,1069.4
242.1,1443553800,,,,1283.4,1077.2
237.1,1443640200,,,,1297,1070.5
242.7,1443726600,,,,1306.8,1077.5
242,1443813000,,,,1293.3,1060.1
237.99,1443899400,,,,1290.6,1060.3
238.8,1443985800,,,,1312,1075.1
238.0878687,1444072200,,,,1306.2,1078.4
242.2462,1444158600,,,,1306.3,1091.9
242,1444245000,,,,1320.4,1107.7
246.9730006,1444331400,,,,1324.7,1097.8
246.49,1444417800,,,,1323.4,1096.5
242.50271,1444504200,,,,1328,1085.6
243.2751896,1444590600,,,,1331,1087.5
244.6001001,1444677000,,,,1346,1073.9
248.3794451,1444763400,,,,1345.1,1091.5
254,1444849800,,,,1333.9,1090.3
261.3489284,1444936200,,,,1339.2,1088.5
260.17777,1445022600,,,,1338.08,1089.9
273,1445109000,,,,1341.22,1107.1
261,1445195400,,,,1324.5,1099.1
267.4440008,1445281800,,,,1316.2,1097.2
272.9999997,1445368200,,,,1308.1,1106.2
265.0000013,1445454600,,,,1313.1,1121.7
272.5,1445541000,,,,1309.7,1116.1
277,1445627400,,,,1292.5,1115.6
278.5242324,1445713800,,,,1286.5,1116.4
291.0000091,1445800200,,,,1288.9,1127.9
279.0000001,1445886600,,,,1285.1,1127.3
298.2,1445973000,,,,1290.8,1141.3
297,1446059400,,,,1285.7,1157.6
305.7494177,1446145800,,,,1286.4,1157.8
322.8700011,1446232200,,,,1276.9,1197.9
313.500001,1446318600,,,,1273.7,1198.7
318,1446405000,,,,1284.2,1194.7
341.000003,1446491400,,,,1287.7,1247.9
410.9,1446577800,,,,1283.7,1239.1
463,1446664200,,,,1273,1233.6
402.4,1446750600,,,,1256.4,1208.1
374,1446837000,,,,1258.2,1207.9
384.0000001,1446923400,,,,1258.3,1211.1
382.1,1447009800,,,,1267.8,1226.1
378.000002,1447096200,,,,1271.8,1230.4
364.1571893,1447182600,,,,1272.6,1209.5
319.544341,1447269000,,,,1266.6,1222.3
338.5150827,1447355400,,,,1268.4,1238.7
330,1447441800,,,,1259.6,1238.2
336.1,1447528200,,,,1249,1219.8
323,1447614600,,,,1251.7,1233.9
331,1447701000,,,,1253.9,1230.3
340,1447787400,,,,1254.3,1241.1
336.879997,1447873800,,,,1244.8,1257.4
330.999999,1447960200,,,,1241.2,1269.9
322.001,1448046600,,,,1241.1,1263.2
329.4614745,1448133000,,,,1232.8,1262.1
325.2117587,1448219400,,,,1226.6,1256.6
325,1448305800,,,,1216.3,1272
324,1448392200,,,,1218.1,1258.7
327.85,1448478600,,,,1213.6,1244.4
353,1448565000,,,,1212.1,1230.4
357,1448651400,,,,1208.6,1229.3
362,1448737800,,,,1222.2,1264.5
363.2,1448824200,,,,1220.4,1253.8
376,1448910600,,,,1227.55,1243.8
356.4312652,1448997000,,,,1217.9,1248.2
361,1449083400,,,,1240.7,1223.7
366.99999,1449169800,,,,1244.2,1221.4
358.0001,1449256200,,,,1248,1216.7
373.0000003,1449342600,,,,1246.4,1219.9
394.999999,1449429000,,,,1246.3,1235.6
402.5,1449515400,,,,1256.2,1226.9
397.5,1449601800,,,,1247.6,1234.2
408.1000002,1449688200,,,,1243.4,1222.2
417,1449774600,,,,1241,1218
449.9999995,1449861000,,,,1244.2,1228.4
423.200004,1449947400,,,,1254,1222.5
439,1450033800,,,,1252.2,1236.2
442.000532,1450120200,,,,1272.8,1242.5
461.2,1450206600,,,,1265.8,1256.7
456.0001,1450293000,,,,1266.1,1259.4
452.6615748,1450379400,,,,1268.5,1246.8
456.0000161,1450465800,,,,1276.3,1225
456.000001,1450552200,,,,1290.1,1233.1
444.25,1450638600,,,,1294.4,1233.6
439.29402,1450725000,,,,1279.3,1253
433.3445458,1450811400,,,,1276.8,1253.2
440.89998,1450897800,,,,1267,1249
453.0627075,1450984200,,,,1272,1228.7
450.0003362,1451070600,,,,1262.1,1238.9
424.5888745,1451157000,,,,1266.69,1242.2
422.84,1451243400,,,,1268.22,1249.2
422.08,1451329800,,,,1267.6,1265.5
427,1451416200,,,,1255.8,1289.2
422.0102787,1451502600,,,,1252.4,1294.7
427.81,1451589000,,,,1254.8,1290.7
434.0699989,1451675400,,,,1260.7,1273.3
432.22,1451761800,,,,1252.7,1271.4
427.29,1451848200,,,,1251.7,1292.9
430.9997193,1451934600,,,,1257.5,1265.6
432.9301083,1452021000,,,,1235,1263.9
431.37864,1452107400,,,,1228.6,1274.6
450.0000007,1452193800,,,,1226.2,1270.3
450,1452280200,,,,1222.7,1271.9
450,1452366600,,,,1217.3,1273.4
446.92,1452453000,,,,1214.3,1276.2
447.2952421,1452539400,,,,1225.3,1273.7
446.2,1452625800,,,,1224.8,1254.2
426,1452712200,,,,1226.5,1252.4
431.86,1452798600,,,,1246.4,1251.1
385.4,1452885000,,,,1255.1,1228.9
374.5710098,1452971400,,,,1253.3,1223.5
385.875001,1453057800,,,,1266.1,1220.1
390,1453144200,,,,1263.7,1213.8
381,1453230600,,,,1262.1,1212.15
404.0005048,1453317000,,,,1265.6,1214.8
407.31,1453403400,,,,1275.8,1211.9
383.2990158,1453489800,,,,1287.4,1209.8
392.2881786,1453576200,,,,1281.9,1240.1
406.1,1453662600,,,,1281.4,1244.6
394.3999999,1453749000,,,,1291.7,1244.4
386.8375809,1453835400,,,,1289.4,1259.8
393.34,1453921800,,,,1289.65,1270.2
381.0000001,1454008200,,,,1285.9,1273.4
378.8850007,1454094600,,,,1275.3,1284.4
380.3,1454181000,,,,1271.2,1285.6
377.0101101,1454267400,,,,1251.1,1285.8
370.38,1454353800,,,,1254.3,1296.1
371.68,1454440200,,,,1250.3,1292.5
364.0000002,1454526600,,,,1245.4,1290
380.1364621,1454613000,,,,1255,1270.5
385.85901,1454699400,,,,1250.8,1268
376.1559548,1454785800,,,,1247.3,1261.2
372.23,1454872200,,,,1245,1320
370.4748449,1454958600,,,,1253.4,1322.5
374.2,1455045000,,,,1255.3,1315.3
384.809999,1455131400,,,,1255.4,1323.9
379.8,1455217800,,,,1248.2,1318.4
374.000004,1455304200,,,,1246.9,1336.7
390,1455390600,,,,1249.3,1345.5
403.0050002,1455477000,,,,1246.1,1352
403.1111,1455563400,,,,1233.6,1356.4
410.1999999,1455649800,,,,1229.8,1364.9
423.9999,1455736200,,,,1226.5,1360.1
418.0000005,1455822600,,,,1200.1,1356.6
416.001002,1455909000,,,,1201.9,1355
438.9999999,1455995400,,,,1202.4,1334.1
435.6109993,1456081800,,,,1200.7,1342.4
437.9899971,1456168200,,,,1202.4,1331.3
413.9000001,1456254600,,,,1208.5,1326.5
416.5999971,1456341000,,,,1215.1,1328.4
420,1456427400,,,,1224.5,1331.5
423.16,1456513800,,,,1225.5,1318.8
429.47,1456600200,,,,1231.9,1330.5
432.7999899,1456686600,,,,1248.9,1323.1
437.742824,1456773000,,,,1252.6,1319.3
430.2500028,1456859400,,,,1257.4,1320.7
433.799996,1456945800,,,,1256.9,1326.6
412.0899999,1457032200,,,,1250.2,1332.3
414.7474235,1457118600,,,,1232,1349
394.93,1457205000,,,,1237.5,1351.4
411,1457291400,,,,1238.2,1364.4
413.52,1457377800,,,,1237.3,1356.1
410.4,1457464200,,,,1237.6,1358.8
413.3,1457550600,,,,1240,1336.4
413.55,1457637000,,,,1231.7,1333.4
418.8484301,1457723400,,,,1223.9,1339
407.14,1457809800,,,,1224.4,1344.3
408.97,1457896200,,,,1234.4,1342.5
413.315,1457982600,,,,1235.1,1335.8
413.70825,1458069000,,,,1237.6,1340.3
412.8595106,1458155400,,,,1234.2,1350.5
419.0410006,1458241800,,,,1230,1342.7
404,1458328200,,,,1218.5,1351.2
402.94,1458414600,,,,1216.7,1340.4
412.77236,1458501000,,,,1205.6,1337.7
406.11,1458587400,,,,1208.6,1340.6
413.826413,1458673800,,,,1193.2,1324.4
418.418,1458760200,,,,1188.1,1320.1
416.3433905,1458846600,,,,1189.5,1321.5
414.5,1458933000,,,,1197.3,1322.9
415.7853601,1459019400,,,,1210.3,1311.7
426.83,1459105800,,,,1215,1306.9
421.6593416,1459192200,,,,1204.3,1312.2
412.55,1459278600,,,,1200.9,1322.1
414.3,1459365000,,,,1211.3,1326.25
416,1459451400,,,,1212,1331.1
416.6,1459537800,,,,1202.85,1349.4
419.2188009,1459624200,,,,1203.35,1344.3
423,1459710600,,,,1195.3,1336.8
423.5,1459797000,,,,1198.9,1330.1
421.5500001,1459883400,,,,1195.6,1321
422.9225016,1459969800,,,,1184.2,1319
424.3313,1460056200,,,,1183.5,1321.5
424.36,1460142600,,,,1171.9,1313.5
416.05,1460229000,,,,1179.7,1305.8
424,1460315400,,,,1163.8,1313.5
423.16641,1460401800,,,,1160.4,1313.7
429.49,1460488200,,,,1151.05,1326.9
424.24,1460574600,,,,1150,1340.4
428.7334669,1460661000,,,,1156.4,1337.2
431.4310044,1460747400,,,,1139.4,1339.7
433.6,1460833800,,,,1137.3,1325.9
426,1460920200,,,,1134.55,1319.4
427.2864,1461006600,,,,1135,1321.7
431.06,1461093000,,,,1131.9,1313.3
441.5,1461179400,,,,1128.8,1309
449.8782629,1461265800,,,,1131.1,1266.3
449.9000002,1461352200,,,,1131.5,1265.2
448.171982,1461438600,,,,1140.5,1249.8
456.5406454,1461525000,,,,1135.3,1248.9
462.9845821,1461611400,,,,1127.8,1257.5
467.03,1461697800,,,,1161.3,1253
456.9008465,1461784200,,,,1156.7,1251.1
446.8464,1461870600,,,,1163.5,1255
453.866373,1461957000,,,,1159.4,1253.1
441.7000001,1462043400,,,,1169.8,1254.4
448.551,1462129800,,,,1175,1260.8
442,1462216200,,,,1167.6,1267.9
448.8698811,1462302600,,,,1174,1265.6
444.51,1462389000,,,,1175.1,1265.9
445.6,1462475400,,,,1166.9,1262
457.1748184,1462561800,,,,1170.8,1271.9
460,1462648200,,,,1187.9,1264.8
460.4,1462734600,,,,1190.6,1267.9
462.5120013,1462821000,,,,1178.2,1275.5
453.001,1462907400,,,,1185.55,1271.5
451.0300045,1462993800,,,,1189.1,1286.4
452.9199678,1463080200,,,,1211,1306.8
454.9293709,1463166600,,,,1209.6,1302.1
456.3145,1463253000,,,,1208.5,1303.3
460,1463339400,,,,1216.5,1278.3
459.1353544,1463425800,,,,1223.4,1273.4
451.2720046,1463512200,,,,1224,1272.6
453.7120946,1463598600,,,,1221.2,1265.5
446,1463685000,,,,1223.5,1223.5
433.6359095,1463771400,,,,1265.5,1221.2
435.6732234,1463857800,,,,1272.6,1224
437.3814865,1463944200,,,,1273.4,1223.4
438.0000001,1464030600,,,,1278.3,1216.5
444.353825,1464117000,,,,1303.3,1208.5
445.6400003,1464203400,,,,1302.1,1209.6
450.350005,1464289800,,,,1306.8,1211
473,1464376200,,,,1286.4,1189.1
498.5,1464462600,,,,1271.5,1185.55
538.104586,1464549000,,,,1275.5,1178.2
538.5,1464635400,,,,1267.9,1190.6
531,1464721800,,,,1264.8,1187.9
533.601,1464808200,,,,1271.9,1170.8
534.000077,1464894600,,,,1262,1166.9
567.5,1464981000,,,,1265.9,1175.1
568.00125,1465067400,,,,1265.6,1174
577.6,1465153800,,,,1267.9,1167.6
583,1465240200,,,,1260.8,1175
577.1200479,1465326600,,,,1254.4,1169.8
578.28,1465413000,,,,1253.1,1159.4
575.6645811,1465499400,,,,1255,1163.5
579.6,1465585800,,,,1251.1,1156.7
582.7800003,1465672200,,,,1253,1161.3
643.7871074,1465758600,,,,1257.5,1127.8
684.9899997,1465845000,,,,1248.9,1135.3
662,1465931400,,,,1249.8,1140.5
691.5,1466017800,,,,1265.2,1131.5
771,1466104200,,,,1266.3,1131.1
764.19,1466190600,,,,1309,1128.8
779.999997,1466277000,,,,1313.3,1131.9
768.8191401,1466363400,,,,1321.7,1135
730.745,1466449800,,,,1319.4,1134.55
659.9899948,1466536200,,,,1325.9,1137.3
631.9899948,1466622600,,,,1339.7,1139.4
625,1466709000,,,,1337.2,1156.4
662.3660128,1466795400,,,,1340.4,1150
654.6274875,1466881800,,,,1326.9,1151.05
628.64,1466968200,,,,1313.7,1160.4
640.44,1467054600,,,,1313.5,1163.8
645.0100052,1467141000,,,,1305.8,1179.7
639,1467227400,,,,1313.5,1171.9
671.9999996,1467313800,,,,1321.5,1183.5
677.9899948,1467400200,,,,1319,1184.2
692.4,1467486600,,,,1321,1195.6
657.739999,1467573000,,,,1330.1,1198.9
669.39,1467659400,,,,1336.8,1195.3
669.852,1467745800,,,,1344.3,1203.35
673,1467832200,,,,1349.4,1202.85
617.3200052,1467918600,,,,1331.1,1212
657.7999948,1468005000,,,,1326.25,1211.3
637.1,1468091400,,,,1322.1,1200.9
642.2487575,1468177800,,,,1312.2,1204.3
651.999999,1468264200,,,,1306.9,1215
669.0000008,1468350600,,,,1311.7,1210.3
664.131,1468437000,,,,1322.9,1197.3
663.0000002,1468523400,,,,1321.5,1189.5
666,1468609800,,,,1320.1,1188.1
666.1558402,1468696200,,,,1324.4,1193.2
682.3061567,1468782600,,,,1340.6,1208.6
671.5,1468869000,,,,1337.7,1205.6
672.8,1468955400,,,,1340.4,1216.7
664.5,1469041800,,,,1351.2,1218.5
664.0147727,1469128200,,,,1342.7,1230
654.33,1469214600,,,,1350.5,1234.2
656.3319948,1469301000,,,,1340.3,1237.6
663.9,1469387400,,,,1335.8,1235.1
656.9599948,1469473800,,,,1342.5,1234.4
659.2799948,1469560200,,,,1344.3,1224.4
655.5900052,1469646600,,,,1339,1223.9
658.4910742,1469733000,,,,1333.4,1231.7
657,1469819400,,,,1336.4,1240
654.75,1469905800,,,,1358.8,1237.6
631.44,1469992200,,,,1356.1,1237.3
615,1470078600,,,,1364.4,1238.2
558,1470165000,,,,1351.4,1237.5
554,1470251400,,,,1349,1232
569.195,1470337800,,,,1332.3,1250.2
574.0000078,1470424200,,,,1326.6,1256.9
585.1300059,1470510600,,,,1320.7,1257.4
596.5409948,1470597000,,,,1319.3,1252.6
597.7799935,1470683400,,,,1323.1,1248.9
604.1200132,1470769800,,,,1330.5,1231.9
602.5925926,1470856200,,,,1318.8,1225.5
591.6900056,1470942600,,,,1331.5,1224.5
589.1499368,1471029000,,,,1328.4,1215.1
586.2191433,1471115400,,,,1326.5,1208.5
565,1471201800,,,,1331.3,1202.4
566,1471288200,,,,1342.4,1200.7
583,1471374600,,,,1334.1,1202.4
568.8351014,1471461000,,,,1355,1201.9
575.2172678,1471547400,,,,1356.6,1200.1
575.9799948,1471633800,,,,1360.1,1226.5
583.4,1471720200,,,,1364.9,1229.8
583.5625392,1471806600,,,,1356.4,1233.6
588.2,1471893000,,,,1352,1246.1
584.5999947,1471979400,,,,1345.5,1249.3
584.1,1472065800,,,,1336.7,1246.9
574.9999999,1472152200,,,,1318.4,1248.2
578,1472238600,,,,1323.9,1255.4
567.6205036,1472325000,,,,1315.3,1255.3
572.4510052,1472411400,,,,1322.5,1253.4
574.5,1472497800,,,,1320,1245
576.7585667,1472584200,,,,1261.2,1247.3
576.8999998,1472670600,,,,1268,1250.8
576,1472757000,,,,1270.5,1255
577.0171274,1472843400,,,,1290,1245.4
579.9,1472929800,,,,1292.5,1250.3
616.0599948,1473016200,,,,1296.1,1254.3
607.0000049,1473102600,,,,1285.8,1251.1
612.4072501,1473189000,,,,1285.6,1271.2
619,1473275400,,,,1284.4,1275.3
629.5969948,1473361800,,,,1273.4,1285.9
624,1473448200,,,,1270.2,1289.65
628.4999859,1473534600,,,,1259.8,1289.4
630.1688336,1473621000,,,,1244.4,1291.7
613.0999994,1473707400,,,,1244.6,1281.4
617.5,1473793800,,,,1240.1,1281.9
615.999993,1473880200,,,,1209.8,1287.4
613.2890231,1473966600,,,,1211.9,1275.8
611.3389164,1474053000,,,,1214.8,1265.6
606.8648207,1474139400,,,,1212.15,1262.1
615.1500001,1474225800,,,,1213.8,1263.7
611.606351,1474312200,,,,1220.1,1266.1
609.355021,1474398600,,,,1223.5,1253.3
597.2178126,1474485000,,,,1228.9,1255.1
598.8799945,1474571400,,,,1251.1,1246.4
603.5050258,1474657800,,,,1252.4,1226.5
602.98,1474744200,,,,1254.2,1224.8
598.6823263,1474830600,,,,1273.7,1225.3
607.0000009,1474917000,,,,1276.2,1214.3
607.485736,1475003400,,,,1273.4,1217.3
604.999994,1475089800,,,,1271.9,1222.7
606.6600061,1475176200,,,,1270.3,1226.2
605.7770051,1475262600,,,,1274.6,1228.6
616.2,1475349000,,,,1263.9,1235
610.7206651,1475435400,,,,1265.6,1257.5
612.5568698,1475521800,,,,1292.9,1251.7
610.5,1475608200,,,,1271.4,1252.7
613.000002,1475694600,,,,1273.3,1260.7
612.5011211,1475781000,,,,1290.7,1254.8
618.1264853,1475867400,,,,1294.7,1252.4
617.9082675,1475953800,,,,1289.2,1255.8
617.75,1476040200,,,,1265.5,1267.6
617.1000074,1476126600,,,,1249.2,1268.22
637.9899999,1476213000,,,,1242.2,1266.69
641.3,1476299400,,,,1238.9,1262.1
635.5000006,1476385800,,,,1228.7,1272
642.65,1476472200,,,,1249,1267
643.3499402,1476558600,,,,1253.2,1276.8
642.7288921,1476645000,,,,1253,1279.3
641.8697052,1476731400,,,,1233.6,1294.4
637,1476817800,,,,1233.1,1290.1
628.0653774,1476904200,,,,1225,1276.3
631.133171,1476990600,,,,1246.8,1268.5
635.9222835,1477077000,,,,1259.4,1266.1
663.051,1477163400,,,,1256.7,1265.8
660.0268242,1477249800,,,,1242.5,1272.8
654.1000056,1477336200,,,,1236.2,1252.2
659,1477422600,,,,1222.5,1254
679.0000019,1477509000,,,,1228.4,1244.2
681.9200061,1477595400,,,,1218,1241
692.2128844,1477681800,,,,1222.2,1243.4
719,1477768200,,,,1234.2,1247.6
710.9999999,1477854600,,,,1226.9,1256.2
707.999899,1477941000,,,,1235.6,1246.3
735.0291957,1478027400,,,,1219.9,1246.4
731.6999962,1478113800,,,,1216.7,1248
699.0000002,1478200200,,,,1221.4,1244.2
693.8942539,1478286600,,,,1223.7,1240.7
706.3499995,1478373000,,,,1248.2,1217.9
706,1478459400,,,,1243.8,1227.55
704.7245048,1478545800,,,,1253.8,1220.4
